dataset,task,sample_id,problem_id,sample_index,fp16_score,kivi_score,patternkv_score,pattern_minus_kivi,pattern_minus_fp16,fp16_correct,kivi_correct,patternkv_correct,input_tokens,fp16_output_tokens,kivi_output_tokens,patternkv_output_tokens,fp16_stop_reason,kivi_stop_reason,patternkv_stop_reason,fp16_hit_max,kivi_hit_max,patternkv_hit_max,quantized_tokens,fp16_residual_tokens,dynamic_pattern_count_k,dynamic_pattern_count_v,assignment_bytes,mask_bytes,centroid_bytes,config_hash,git_commit,error
longbench,qmsum,qmsum:f28e420cf7496c7ee50b6ea61704bba189f95823fafc87eb,,17,24.72,24.39,21.98,-2.41,-2.7399999999999984,,,,8074,74,53,74,eos,eos,eos,False,False,False,8020,128,0,0,33030144,2064384,4194304,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,qmsum,qmsum:f79e91639e07c344b121d73d4bb84afc8ed22412aa24f9c1,,14,24.44,27.47,24.21,-3.259999999999998,-0.23000000000000043,,,,8192,512,512,512,length,length,length,True,True,True,8567,128,4,4,35127296,2195456,4718592,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,qmsum,qmsum:fb7891826fb3f47e3750d45365e8c0c97e23613752335cc0,,2,24.83,23.53,23.93,0.3999999999999986,-0.8999999999999986,,,,8077,156,145,96,eos,eos,eos,False,False,False,8045,128,0,0,33030144,2064384,4194304,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,qmsum,qmsum:fdd371de2668a6f1e7914fe9a67aef33927ecc392fdc2606,,0,21.05,28.72,31.68,2.960000000000001,10.629999999999999,,,,8192,512,512,512,length,length,length,True,True,True,8567,128,4,4,35127296,2195456,4718592,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,qmsum,qmsum:ff770653bb3cc4fd9b0921c77d356e3769d01ed91292299e,,1,19.09,23.95,21.48,-2.469999999999999,2.3900000000000006,,,,8192,512,512,512,length,length,length,True,True,True,8567,128,4,4,35127296,2195456,4718592,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,qmsum,qmsum:ff786cdb6a86863b5a5c132157cb57abc922c19b049c370d,,34,31.58,30.16,39.25,9.09,7.670000000000002,,,,8192,512,512,512,length,length,length,True,True,True,8567,128,4,4,35127296,2195456,4718592,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,repobench-p,repobench-p:0248bac03f920e83efc114d842cbb4fe9c4e0f5ce207cd10,,33,8.0,8.0,8.0,0.0,0.0,,,,8192,64,64,64,length,length,length,True,True,True,8126,128,1,1,33554432,2097152,4325376,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,repobench-p,repobench-p:03b9c503110e4dc8f2d7690f56be9e9b2733744da1a855ff,,0,94.0,50.0,90.0,40.0,-4.0,,,,8192,64,64,64,length,length,length,True,True,True,8125,128,1,1,33554432,2097152,4325376,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,repobench-p,repobench-p:054c54050c80c29f3bbf1adf5fba865a2468928d4e19a1fe,,17,26.0,35.0,44.0,9.0,18.0,,,,8192,64,64,64,length,length,length,True,True,True,8128,128,0,0,33554432,2097152,4194304,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,repobench-p,repobench-p:0697cb04cdcd9172485f3f0398a5d0f1a9a8061972ff6197,,11,63.0,63.0,63.0,0.0,0.0,,,,5065,64,64,64,length,length,length,True,True,True,5002,128,1,1,20971520,1310720,4325376,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,repobench-p,repobench-p:06fbfb05b70f3785fce8b643e46a6b1f493921c2580332e3,,26,35.0,35.0,35.0,0.0,0.0,,,,8192,64,64,64,length,length,length,True,True,True,8107,128,1,1,33554432,2097152,4325376,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,repobench-p,repobench-p:08e95c1f144ac0dd144b0a74d05d16910ae0ff82d33ba978,,44,76.0,84.0,78.0,-6.0,2.0,,,,8192,64,64,64,length,length,length,True,True,True,8128,128,0,0,33554432,2097152,4194304,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,repobench-p,repobench-p:0dc4e35a91336fa30c6d08138f1b924fb6ee8f3390248266,,38,7.0,7.0,34.0,27.0,27.0,,,,8192,64,64,64,length,length,length,True,True,True,8127,128,1,1,33554432,2097152,4325376,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,repobench-p,repobench-p:1341d46a7843a495a5668f7e4253fbaebba798bd9fcc93ee,,40,31.0,23.0,29.0,6.0,-2.0,,,,5793,64,64,64,length,length,length,True,True,True,5730,128,0,0,23592960,1474560,4194304,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,repobench-p,repobench-p:1669bcf267046f0b7b25014a091ffec46e7d9239d98ddddd,,34,49.0,9.0,5.0,-4.0,-44.0,,,,8192,64,64,64,length,length,length,True,True,True,8127,128,1,1,33554432,2097152,4325376,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,repobench-p,repobench-p:19066882a192c514e9f9dd3c6c835142c4c457c6e7dcd833,,29,69.0,68.0,69.0,1.0,0.0,,,,5873,64,64,64,length,length,length,True,True,True,5810,128,1,1,24117248,1507328,4325376,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,repobench-p,repobench-p:1aba661e70d8c4cb3564a8a855d5aa403bc1b6580abaa9a6,,31,82.0,77.0,82.0,5.0,0.0,,,,4207,64,64,64,length,length,length,True,True,True,4144,128,1,1,17301504,1081344,4325376,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,repobench-p,repobench-p:1e92aed924b1d5384f31de520133e8b0d337033627ce5ee3,,36,53.0,56.0,62.0,6.0,9.0,,,,4034,64,64,64,length,length,length,True,True,True,3971,128,1,1,16777216,1048576,4325376,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,repobench-p,repobench-p:255975e85de5593ce3a5a78f2aeb7341f18b71db96e2d86a,,25,74.0,74.0,48.0,-26.0,-26.0,,,,6250,64,64,64,length,length,length,True,True,True,6187,128,1,1,25690112,1605632,4325376,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,repobench-p,repobench-p:264e0d85db3f543e14718f9a2e0f0185e816178daee60e35,,37,30.0,46.0,33.0,-13.0,3.0,,,,8192,64,64,64,length,length,length,True,True,True,8128,128,0,0,33554432,2097152,4194304,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,repobench-p,repobench-p:2765e9a5cf94efddee7fc7b1f7ccf2e8ee97cf3bf122dbb0,,39,96.0,65.0,7.0,-58.0,-89.0,,,,5101,64,64,64,length,length,length,True,True,True,5038,128,1,1,20971520,1310720,4325376,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,repobench-p,repobench-p:2aae57de553ed5867969af9a6dd8f670c380c829b2abf753,,14,35.0,35.0,35.0,0.0,0.0,,,,8192,64,64,64,length,length,length,True,True,True,8128,128,0,0,33554432,2097152,4194304,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,repobench-p,repobench-p:2c164c959e45cbd40c80a8618dfe2fbe7d12a613e0ce71c4,,4,26.0,26.0,26.0,0.0,0.0,,,,8192,64,64,64,length,length,length,True,True,True,8127,128,1,1,33554432,2097152,4325376,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,repobench-p,repobench-p:31be7d5ae81230c8f97a65a4360e143cd828be77c08f3863,,13,73.0,0.0,27.0,27.0,-46.0,,,,4889,64,64,64,length,length,length,True,True,True,4826,128,0,0,19922944,1245184,4194304,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,repobench-p,repobench-p:31ce3569263336194441a7715e1766ab4954b250a5082477,,18,28.0,30.0,28.0,-2.0,0.0,,,,5496,64,64,64,length,length,length,True,True,True,5433,128,1,1,22544384,1409024,4325376,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,repobench-p,repobench-p:348e33db9dd7512c0d821c5d1fc6a5b74a412a1e9be012f7,,2,12.0,13.0,13.0,0.0,1.0,,,,8192,64,64,64,length,length,length,True,True,True,8126,128,1,1,33554432,2097152,4325376,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,repobench-p,repobench-p:3cd8fefa66ffe61edf15dd8ce125f6e4933fb96d398da6b5,,9,50.0,46.0,59.0,13.0,9.0,,,,8192,64,64,64,length,length,length,True,True,True,8121,128,1,1,33554432,2097152,4325376,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,repobench-p,repobench-p:443c1278e5d9623fee6148ef1c0cc93d266d7561f4c35d8e,,28,17.0,17.0,33.0,16.0,16.0,,,,8192,64,64,64,length,length,length,True,True,True,8121,128,1,1,33554432,2097152,4325376,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,repobench-p,repobench-p:47573702c5f1ad33b86b8645ddc49617af39e584b4303008,,6,24.0,25.0,26.0,1.0,2.0,,,,3249,64,64,64,length,length,length,True,True,True,3186,128,0,0,13107200,819200,4194304,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,repobench-p,repobench-p:477d6416677bcff0b880215deeb6d3f5f41a361f9bd341ae,,47,12.0,12.0,12.0,0.0,0.0,,,,8192,64,64,64,length,length,length,True,True,True,8108,128,1,1,33554432,2097152,4325376,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,repobench-p,repobench-p:485d22985ce1c295b92e7ae9de982863b45748d37ff42a5b,,48,32.0,24.0,30.0,6.0,-2.0,,,,8192,64,64,64,length,length,length,True,True,True,8116,128,1,1,33554432,2097152,4325376,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,repobench-p,repobench-p:53794171ac56dbe5880c3fda119232cddf8f02c7b91371d3,,30,72.0,65.0,60.0,-5.0,-12.0,,,,8192,64,64,64,length,length,length,True,True,True,8121,128,1,1,33554432,2097152,4325376,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,repobench-p,repobench-p:5fe71bf0c2671adff4ef7a94a7ccbc1e3ac7392e1edfd213,,46,63.0,63.0,63.0,0.0,0.0,,,,8192,64,64,64,length,length,length,True,True,True,8128,128,0,0,33554432,2097152,4194304,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,repobench-p,repobench-p:6348b3e17f0fb021c8e9112c4c5f056d8462afedf6a6aa41,,21,27.0,34.0,27.0,-7.0,0.0,,,,8192,64,64,64,length,length,length,True,True,True,8123,128,1,1,33554432,2097152,4325376,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,repobench-p,repobench-p:6844939b4c4619bf2bb691b26c2beecaad85f0aeb4518366,,7,17.0,7.0,17.0,10.0,0.0,,,,8192,64,64,64,length,length,length,True,True,True,8127,128,1,1,33554432,2097152,4325376,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,repobench-p,repobench-p:83dfff0a545002c34c8768ae85f608da63dc855662ffd1ac,,49,100.0,100.0,85.0,-15.0,-15.0,,,,4577,64,64,64,length,length,length,True,True,True,4514,128,1,1,18874368,1179648,4325376,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,repobench-p,repobench-p:8857338affe2d9fe32dc189b478b4aa891b3905618953f5b,,15,81.0,28.0,81.0,53.0,0.0,,,,4772,64,64,64,length,length,length,True,True,True,4709,128,0,0,19398656,1212416,4194304,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,repobench-p,repobench-p:ac6b60475fb35309a7b102618c3472231e77b5bfc8326ece,,23,32.0,28.0,19.0,-9.0,-13.0,,,,8192,64,64,64,length,length,length,True,True,True,8117,128,1,1,33554432,2097152,4325376,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,repobench-p,repobench-p:ad9311699fd6da3dd844b69dd8346276b1b73fb65bf83fd7,,35,20.0,24.0,24.0,0.0,4.0,,,,6883,64,64,64,length,length,length,True,True,True,6820,128,1,1,28311552,1769472,4325376,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,repobench-p,repobench-p:b3e2346d898f5d979d88e1ef30c8d97a9e53c92308800882,,12,100.0,78.0,78.0,0.0,-22.0,,,,8192,64,64,64,length,length,length,True,True,True,8126,128,1,1,33554432,2097152,4325376,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,repobench-p,repobench-p:b8d1b721ddc2769721908c5b5946467ad861ecb680ea5a67,,41,34.0,33.0,33.0,0.0,-1.0,,,,8192,64,64,64,length,length,length,True,True,True,8121,128,1,1,33554432,2097152,4325376,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,repobench-p,repobench-p:c23c39e861f028aa9df65fe01489651a3c7237aeec7f80b4,,24,16.0,23.0,20.0,-3.0,4.0,,,,7063,64,64,64,length,length,length,True,True,True,7000,128,0,0,28835840,1802240,4194304,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,repobench-p,repobench-p:c78bbf3695db2bc16d0daf4cf8bfd6d1c7c13a32ff1383dd,,22,100.0,100.0,100.0,0.0,0.0,,,,8192,64,64,64,length,length,length,True,True,True,8128,128,0,0,33554432,2097152,4194304,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,repobench-p,repobench-p:ca29a391edd0d83b0e2ca7866b46d8472fc032c11c2e0b59,,45,17.0,38.0,38.0,0.0,21.0,,,,8192,64,64,64,length,length,length,True,True,True,8118,128,1,1,33554432,2097152,4325376,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,repobench-p,repobench-p:cacf528493436bc221cd5f738c9bc45b2b94bcfb38479ada,,42,97.0,97.0,54.0,-43.0,-43.0,,,,6810,64,64,64,length,length,length,True,True,True,6747,128,0,0,27787264,1736704,4194304,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,repobench-p,repobench-p:cb75af27199120a4d11be40c2968da895ebd2e8795dfc692,,1,38.0,37.0,37.0,0.0,-1.0,,,,8192,64,64,64,length,length,length,True,True,True,8128,128,0,0,33554432,2097152,4194304,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
longbench,repobench-p,repobench-p:cf3d37ae2215d5f5123fcc3ad041ba23b56d19a3abad67e6,,3,100.0,69.0,44.0,-25.0,-56.0,,,,8192,64,64,64,length,length,length,True,True,True,8128,128,0,0,33554432,2097152,4194304,8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6|8b0c361c11503aeec7e455ed3e7d7cef6f2ac9b12b2e4b45d5be5800628a66d6,dbe38273c44c7c1c395eea747a9f0878a32fb504,
